game,flagSide,team,result,top,jungle,mid,carry,supp,ban1,ban2,ban3,ban4,ban5,firstBlood,firstTower,firstHerald,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35
ESPORTSTMNT03_2638213,0,Flamengo Academy,1,68,59,103,222,223,126,124,498,7,150,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658136,1,RED Canids,0,14,59,112,222,875,23,126,103,7,150,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658136,0,paiN Gaming,1,109,64,42,498,111,125,164,124,516,89,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638459,1,RED Canids,1,79,120,112,222,111,23,498,64,109,106,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638459,0,paiN Gaming,0,126,48,103,523,223,125,124,164,516,123,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638460,1,RED Canids,0,79,108,103,222,111,23,498,64,89,109,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638460,0,paiN Gaming,1,126,120,123,523,12,125,124,164,516,59,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658140,1,RED Canids,1,516,120,103,523,497,23,498,64,111,201,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658140,0,paiN Gaming,0,109,5,42,222,89,125,124,164,123,70,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658141,1,RED Canids,1,14,59,103,124,12,23,498,64,106,109,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658141,0,paiN Gaming,0,126,5,7,222,111,125,516,120,164,497,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
